version,source_batch,dataset,dataset_id,variant_family,variant,ari_mean,ari_std,n_runs,seeds,paired_control,paired_delta_ari,paired_delta_scope,gate_usage,gate_usage_semantics,input_protocol,readout,status,evidence_level,failure_diagnosis,source_artifact,notes
V09,V09/advantage_ablation,image_segment,image_segment,random,v9_random,0.2523134932017097,0.029321012774178874,3,123|42|7,v9_nomix,0.0008534038450904724,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,image_segment,image_segment,learned,v9_full,0.2728147343853067,0.039912556883647865,3,123|42|7,v9_nomix,0.021354645028687447,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,landsat,landsat,self,v9_nomix,0.532422308704628,0.009932519147373378,3,123|42|7,,,,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_delta_not_available,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,landsat,landsat,static,v9_static,0.5355872224183192,0.003203738971013348,3,123|42|7,v9_nomix,0.0031649137136912087,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,landsat,landsat,random,v9_random,0.5392200542980489,0.0044936437174592165,3,123|42|7,v9_nomix,0.006797745593420834,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,landsat,landsat,learned,v9_full,0.5379230057771865,0.0064331151059735655,3,123|42|7,v9_nomix,0.005500697072558514,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,spect_heart,spect_heart,self,v9_nomix,0.2606094534163331,0.016904965444689935,3,123|42|7,,,,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_delta_not_available,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,spect_heart,spect_heart,static,v9_static,0.24911311669707367,0.016387153968320585,3,123|42|7,v9_nomix,-0.011496336719259453,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,spect_heart,spect_heart,random,v9_random,0.217015126607934,0.04729316828509442,3,123|42|7,v9_nomix,-0.043594326808399114,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_regression,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,spect_heart,spect_heart,learned,v9_full,0.24806707310785492,0.025299503655242844,3,123|42|7,v9_nomix,-0.012542380308478207,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,vehicle,vehicle,self,v9_nomix,0.08630162716147993,0.027375855391420335,3,123|42|7,,,,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_delta_not_available,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,vehicle,vehicle,static,v9_static,0.08365803820732477,0.0031864932432678263,3,123|42|7,v9_nomix,-0.00264358895415516,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,vehicle,vehicle,random,v9_random,0.07499630909667078,0.010049279533938447,3,123|42|7,v9_nomix,-0.011305318064809153,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,vehicle,vehicle,learned,v9_full,0.07486536316044129,0.009930540057345835,3,123|42|7,v9_nomix,-0.011436264001038643,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,vertebral_column,vertebral_column,self,v9_nomix,0.2510598025146813,0.013027648170815536,3,123|42|7,,,,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_delta_not_available,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,vertebral_column,vertebral_column,static,v9_static,0.24245303611773675,0.007491496180857952,3,123|42|7,v9_nomix,-0.008606766396944548,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,vertebral_column,vertebral_column,random,v9_random,0.23399849286975907,0.007167774836397738,3,123|42|7,v9_nomix,-0.017061309644922223,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/advantage_ablation,vertebral_column,vertebral_column,learned,v9_full,0.23399849286975907,0.007167774836397738,3,123|42|7,v9_nomix,-0.017061309644922223,seed_matched_exact_from_ablation_runs,NA,Gate usage not recorded in final_results/ablation_runs.csv,raw_related_advantage (protocol detail absent from final_results CSV),KMeans/legacy V9 readout (exact mode not recorded in snapshot),completed,3-seed paired ablation,paired_neutral_or_small,V09/advantage_ablation/ablation_runs.csv,Self control is v9_nomix; deltas are recomputed from the same dataset-seed rows.
V09,V09/legacy_multiseed,Campbell,Campbell,self,v9_nomix,0.1918,0.0144,3,7|42|123,,,reference,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_delta_not_available,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Campbell,Campbell,random,v9_random_neighbors,0.2288,0.0381,3,7|42|123,v9_nomix,0.037000000000000005,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_positive_scope_limited,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Campbell,Campbell,static,v9_static_gate,0.2307,0.0455,3,7|42|123,v9_nomix,0.03889999999999999,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_positive_scope_limited,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Campbell,Campbell,random,v9_static_random,0.1774,0.0273,3,7|42|123,v9_nomix,-0.014399999999999996,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,ISOLET,ISOLET,self,v9_nomix,0.5234,0.033,3,7|42|123,,,reference,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_delta_not_available,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,ISOLET,ISOLET,random,v9_random_neighbors,0.5088,0.0169,3,7|42|123,v9_nomix,-0.014599999999999946,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,ISOLET,ISOLET,static,v9_static_gate,0.4968,0.0188,3,7|42|123,v9_nomix,-0.026599999999999957,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,ISOLET,ISOLET,random,v9_static_random,0.515,0.0076,3,7|42|123,v9_nomix,-0.008399999999999963,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Mouse_retina,Mouse_retina,self,v9_nomix,0.9479,0.0089,3,7|42|123,,,reference,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_delta_not_available,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Mouse_retina,Mouse_retina,random,v9_random_neighbors,0.93,0.0063,3,7|42|123,v9_nomix,-0.017899999999999916,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Mouse_retina,Mouse_retina,static,v9_static_gate,0.9221,0.0089,3,7|42|123,v9_nomix,-0.025799999999999934,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Mouse_retina,Mouse_retina,random,v9_static_random,0.9363,0.0103,3,7|42|123,v9_nomix,-0.011599999999999944,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Quake_Smart-seq2_Lung,Quake_Smart-seq2_Lung,self,v9_nomix,0.1637,0.0207,3,7|42|123,,,reference,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_delta_not_available,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Quake_Smart-seq2_Lung,Quake_Smart-seq2_Lung,random,v9_random_neighbors,0.1731,0.0287,3,7|42|123,v9_nomix,0.009399999999999992,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Quake_Smart-seq2_Lung,Quake_Smart-seq2_Lung,static,v9_static_gate,0.1689,0.0177,3,7|42|123,v9_nomix,0.005199999999999982,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,Quake_Smart-seq2_Lung,Quake_Smart-seq2_Lung,random,v9_static_random,0.1572,0.0232,3,7|42|123,v9_nomix,-0.006500000000000006,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,breast_cancer_wisconsin_original,breast_cancer_wisconsin_original,self,v9_nomix,0.8763,0.0026,3,7|42|123,,,reference,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_delta_not_available,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,breast_cancer_wisconsin_original,breast_cancer_wisconsin_original,random,v9_random_neighbors,0.8947,0.007,3,7|42|123,v9_nomix,0.018400000000000083,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,breast_cancer_wisconsin_original,breast_cancer_wisconsin_original,static,v9_static_gate,0.891,0.0079,3,7|42|123,v9_nomix,0.014700000000000046,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,breast_cancer_wisconsin_original,breast_cancer_wisconsin_original,random,v9_static_random,0.8928,0.0095,3,7|42|123,v9_nomix,0.01650000000000007,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,cnae9,cnae9,self,v9_nomix,0.3324,0.0399,3,7|42|123,,,reference,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_delta_not_available,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,cnae9,cnae9,random,v9_random_neighbors,0.2791,0.0083,3,7|42|123,v9_nomix,-0.05329999999999996,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_regression,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,cnae9,cnae9,static,v9_static_gate,0.3031,0.0193,3,7|42|123,v9_nomix,-0.029299999999999993,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,cnae9,cnae9,random,v9_static_random,0.2848,0.0358,3,7|42|123,v9_nomix,-0.047599999999999976,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_regression,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,enron,enron,self,v9_nomix,0.7818,0.0754,3,7|42|123,,,reference,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_delta_not_available,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,enron,enron,random,v9_random_neighbors,0.7849,0.061,3,7|42|123,v9_nomix,0.0030999999999999917,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,enron,enron,static,v9_static_gate,0.7933,0.0582,3,7|42|123,v9_nomix,0.011499999999999955,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,enron,enron,random,v9_static_random,0.7827,0.0594,3,7|42|123,v9_nomix,0.0008999999999999009,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,first-order-theorem-proving,first-order-theorem-proving,self,v9_nomix,0.0269,0.002,3,7|42|123,,,reference,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_delta_not_available,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,first-order-theorem-proving,first-order-theorem-proving,random,v9_random_neighbors,0.0228,0.004,3,7|42|123,v9_nomix,-0.0040999999999999995,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
V09,V09/legacy_multiseed,first-order-theorem-proving,first-order-theorem-proving,static,v9_static_gate,0.0279,0.0036,3,7|42|123,v9_nomix,0.0010000000000000009,same-seed-count aggregate; seed-wise rows not published,NA,Gate usage not recorded in final_results/ablation_table.csv,historical_merged_summary (input protocol not recorded in final_results),V9 legacy readout,completed,3-seed aggregate ablation,paired_neutral_or_small,V09/legacy_multiseed/ablation_table.csv,The published aggregate table contains same-seed counts but not per-seed ARI rows.
