model,dataset,seed_set,protocol,planned_action,status,reason
ToPoGate_strict8,dry_bean,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,durum_wheat_features,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,echocardiogram,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,ecoli,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,enron,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,epileptic_seizure_recognition,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,extyaleb,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,fabert,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,fashion_mnist,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,FashionMNIST_CLIP,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,fbis.wc,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,fetal_health_classification,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,first-order-theorem-proving,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,flickr_material_database,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,fraud_detection_bank,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,gas-drift,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,gina_prior2,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,glass_identification,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,har,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,harbermans_survival,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,hate_speech,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,heart_attack_analysis_prediction_dataset,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,heart_disease,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,hepatitis,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,htru2,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,human_stress_detection,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,image_segmentation,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,imdb,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Indian_pines,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,insurance_company_benchmark,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,ionosphere,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,iris,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,ISOLET,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,JapaneseVowels,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,labeled_faces_in_the_wild,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,letter_recognition,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,magic_gamma_telescope,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,mammographic_mass,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,mfeat-factors,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,mfeat-fourier,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,mfeat-karhunen,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,mfeat-morphological,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,micro-mass,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,microbes,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,mnist64,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,MNIST_CLIP,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,mobile_price_classification,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Mouse_retina,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,music_genre_classification,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,olivetti_faces,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,optical_recognition_of_handwritten_digits,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,orbit_classification_for_prediction_nasa,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,paris_housing_classification,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,parkinsons,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,patient_treatment_classification,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,PCam,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,pen_based_recognition_of_handwritten_digits,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,ph_recognition,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,pima_indians_diabetes_database,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,pistachio,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,planning_relax,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,poker-hand,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,predicting_pulsar_star,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,pumpkin_seeds,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,raisin,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,reuters,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,rice_dataset_cammeo_and_osmancik,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,rice_seed_gonen_jasmine,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,rmftsa_sleepdata,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,satellite_image,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,secom,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,seeds,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,seismic_bumps,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,sentiment_labeld_sentences,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,shuttle,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,siberian_weather_stats,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,skillcraft1_master_table_dataset,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,smoker_condition,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,sms_spam_collection,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,spambase,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,spectf_heart,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,statlog_german_credit,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,statlog_image_segmentation,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,steel-plates-fault,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,street_view_house_numbers,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,student_grade,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,synthetic_control,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,tamilnadu-electricity,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,tr45.wc,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,turkish_music_emotion,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,user_knowledge_modeling,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,vehicle,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,wall-robot-navigation,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,water_quality,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Waveform,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,weather,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,website_phishing,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,wine,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,wine_customer,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,wine_quality,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,wireless_indoor_localization,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,world12d,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,wos,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,yeast,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,zoo,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Blood_BoneMarrow,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Human_Pancreas_1,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Human_Pancreas_3,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Mouse_Pancreas_1,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,PRJNA895163,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,TabulaSapiens_Pancreas,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Bach,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Baron,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Guo,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Limb_Muscle,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Macosko,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Melanoma_5K,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Pollen,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Quake_10x_Spleen,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Quake_Smart-seq2_Lung,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Shekhar,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Tosches,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Wang,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,Young,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,hrvatin,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
ToPoGate_strict8,worm_neuron_cell,"42,123,7",transductive,reuse_or_run,not_available,no verified transductive three-seed default evidence
KMeans,20newsgroups,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,banknote_authentication,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,Baron_Human,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,birds_bones_and_living_habits,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,blood_transfusion_service_center,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,boston,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,breast_cancer_coimbra,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,breast_cancer_wisconsin_original,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,breast_cancer_wisconsin_prognostic,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,breast_tissue,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,Campbell,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,cardiovascular_study,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,cifar10,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,CIFAR10_CLIP,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,classification_in_asteroseismology,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,cnae9,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,coil20,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,COIL20_CLIP,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,credit_risk_classification,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,crowdsourced_mapping,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,customer_classification,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,date_fruit,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,dermatology,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,diabetic_retinopathy_debrecen,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,dilbert,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,Drug_Consumption,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,dry_bean,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,durum_wheat_features,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,echocardiogram,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,ecoli,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,enron,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,epileptic_seizure_recognition,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,extyaleb,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,fabert,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,fashion_mnist,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,FashionMNIST_CLIP,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,fbis.wc,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,fetal_health_classification,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,first-order-theorem-proving,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,flickr_material_database,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,fraud_detection_bank,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,gas-drift,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,gina_prior2,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,glass_identification,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,har,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,harbermans_survival,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,hate_speech,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,heart_attack_analysis_prediction_dataset,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,heart_disease,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,hepatitis,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,htru2,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,human_stress_detection,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,image_segmentation,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,imdb,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,Indian_pines,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,insurance_company_benchmark,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,ionosphere,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,iris,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,ISOLET,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,JapaneseVowels,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,labeled_faces_in_the_wild,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,letter_recognition,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,magic_gamma_telescope,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,mammographic_mass,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,mfeat-factors,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,mfeat-fourier,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,mfeat-karhunen,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,mfeat-morphological,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,micro-mass,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,microbes,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,mnist64,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,MNIST_CLIP,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,mobile_price_classification,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,Mouse_retina,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,music_genre_classification,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,olivetti_faces,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,optical_recognition_of_handwritten_digits,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,orbit_classification_for_prediction_nasa,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,paris_housing_classification,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,parkinsons,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,patient_treatment_classification,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,PCam,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,pen_based_recognition_of_handwritten_digits,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,ph_recognition,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,pima_indians_diabetes_database,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,pistachio,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,planning_relax,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,poker-hand,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,predicting_pulsar_star,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,pumpkin_seeds,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,raisin,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,reuters,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,rice_dataset_cammeo_and_osmancik,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,rice_seed_gonen_jasmine,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,rmftsa_sleepdata,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,satellite_image,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,secom,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,seeds,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,seismic_bumps,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,sentiment_labeld_sentences,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,shuttle,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,siberian_weather_stats,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,skillcraft1_master_table_dataset,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,smoker_condition,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,sms_spam_collection,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,spambase,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,spectf_heart,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,statlog_german_credit,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,statlog_image_segmentation,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,steel-plates-fault,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,street_view_house_numbers,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,student_grade,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,synthetic_control,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,tamilnadu-electricity,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,tr45.wc,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,turkish_music_emotion,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,user_knowledge_modeling,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,vehicle,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,wall-robot-navigation,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,water_quality,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,Waveform,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,weather,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,website_phishing,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
KMeans,wine,"42,123,7",transductive,reuse_or_run,completed,new transductive runs
